n;id;age;gender;foreigner;country_orig;orig_in_zone;mpio_orig;resid_in_zone;mpio_resid;resid_in_dept;years_resid;activity;sector;econ_sector;educ;env_home;dwel_type;wages_smmv;opp_city_nat;for_wet_pub;junt_loc_ef;partic_com
152;4471;70;female;FALSE;Colombia;FALSE;Casabianca;TRUE;Bogotá D.C.;TRUE;3;independent;public;Other;Primary;Urban;Rent;2;3;3;3;3
153;1258;35;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;8;employee;private or independant;Commerce;Specialization;Urban;Rent;2;2;2;3;3
154;1257;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;employee;private or independant;Construction;Secundary (bachillerato);Urban;Family;3;3;3;1;1
155;3486;31;female;FALSE;Colombia;FALSE;Cúcuta;TRUE;Bogotá D.C.;TRUE;14;employee;private or independant;Commerce;Master;Urban;Property;10;5;3;2;2
156;3780;48;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;48;employee;public;Public administration;Master;Urban;Property;10;2;4;2;4
157;4455;26;male;FALSE;Colombia;FALSE;Cartagena de Indias;TRUE;Bogotá D.C.;TRUE;1;employee;private or independant;Other;Pregraduate;Urban;Rent;4;4;1;2;4
158;4466;29;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;29;employee;private or independant;Transport;Secundary (bachillerato);Urban;Rent;2;5;2;2;1
159;1245;47;female;FALSE;Colombia;FALSE;Chiquinquirá;TRUE;Bogotá D.C.;TRUE;46;employee;private or independant;Transport;Pregraduate;Urban;Property;8;4;5;1;1
160;1265;44;female;FALSE;Colombia;FALSE;Calarcá;TRUE;Bogotá D.C.;TRUE;23;employee;private or independant;Transport;Pregraduate;Urban;Property;4;4;4;2;3
161;6;47;female;FALSE;Colombia;FALSE;San Eduardo;TRUE;Bogotá D.C.;TRUE;36;employee;public;Public administration;Master;Urban;Property;10;1;5;4;4
162;1269;31;male;FALSE;Colombia;FALSE;Cali;TRUE;Bogotá D.C.;TRUE;6;employee;private or independant;Other;Pregraduate;Urban;Rent;3;2;1;2;2
163;4458;24;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;24;employee;private or independant;Commerce;Secundary (bachillerato);Urban;Rent;2;2;4;2;2
164;1278;37;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;36;independent;private or independant;Other;Secundary (bachillerato);Urban;Property;3;4;2;3;3
165;140;54;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;54;independent;private or independant;Health;Specialization;Urban;Rent;4;1;3;3;3
166;10;50;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;50;independent;private or independant;Plant production;Pregraduate;Urban;Rent;10;1;3;3;1
167;4465;54;male;FALSE;Colombia;FALSE;Barranquilla;TRUE;Bogotá D.C.;TRUE;7;independent;public;Commerce;Secundary (bachillerato);Urban;Rent;2;3;3;3;3
168;3480;53;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;53;employee;private or independant;Health;Pregraduate;Urban;Rent;3;1;1;1;3
169;941;49;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;49;employee;public;Public administration;Specialization;Urban;Property;5;3;2;4;4
170;3888;28;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;28;employee;private or independant;Transport;Secundary (bachillerato);Urban;Family;2;4;4;3;2
171;1279;20;male;FALSE;Colombia;FALSE;Girardot;TRUE;Bogotá D.C.;TRUE;10;independent;private or independant;Commerce;Pregraduate;Urban;Rent;1;3;2;1;1
172;3482;56;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;52;employee;private or independant;Personal services;Specialization;Urban;Property;7;NA;1;3;NA
173;1288;45;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;40;employee;private or independant;Public administration;Pregraduate;Urban;Property;6;1;2;2;1
174;1285;30;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;30;employee;private or independant;Transport;Secundary (bachillerato);Suburb;Rent;6;2;3;2;3
175;1238;24;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;24;employee;public;Banks and Finance;Pregraduate;Rural;Family;5;3;3;3;3
176;1289;26;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;26;employee;private or independant;Other;Pregraduate;Urban;Rent;10;NA;4;3;4
177;3481;52;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;52;independent;private or independant;Health;Specialization;Urban;Rent;10;5;4;3;3
178;136;49;female;FALSE;Colombia;FALSE;Villavicencio;TRUE;Bogotá D.C.;TRUE;11;independent;private or independant;Homemaker;Pregraduate;Urban;Property;4;4;1;1;3
179;1268;49;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;49;independent;private or independant;Animal production;Pregraduate;Urban;Property;7;5;2;3;3
180;4435;29;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;25;employee;private or independant;Other;Secundary (bachillerato);Urban;Rent;2;5;4;2;1
181;149;50;female;FALSE;Colombia;FALSE;Támesis;TRUE;Bogotá D.C.;TRUE;30;employee;private or independant;Education;Master;Urban;Property;9;1;1;1;1
182;3473;50;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;50;employee;public;Public administration;Specialization;Urban;Property;8;NA;1;5;NA
183;3763;23;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;23;employee;private or independant;Banks and Finance;Pregraduate;Urban;Rent;3;2;5;1;2
184;1295;56;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;40;independent;private or independant;Commerce;Master;Urban;Property;5;2;5;4;3
185;1301;41;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;41;employee;public;Other;Pregraduate;Urban;Rent;3;3;1;3;3
186;3765;36;female;FALSE;Colombia;FALSE;Manizales;TRUE;Bogotá D.C.;TRUE;13;employee;private or independant;Other;Pregraduate;Urban;Rent;4;4;3;4;4
187;148;58;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;58;independent;private or independant;Health;Pregraduate;Rural;Property;2;4;4;2;4
188;1303;58;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;58;independent;private or independant;Personal services;Pregraduate;Urban;Property;5;2;5;2;2
189;3466;50;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;50;employee;private or independant;Homemaker;Pregraduate;Urban;Property;6;3;3;3;3
190;3464;79;male;FALSE;Colombia;FALSE;Garagoa;TRUE;Bogotá D.C.;TRUE;30;independent;private or independant;Banks and Finance;Primary;Urban;Property;5;5;2;2;4
191;3462;48;female;FALSE;Colombia;FALSE;Cúcuta;TRUE;Bogotá D.C.;TRUE;25;employee;private or independant;Banks and Finance;Specialization;Urban;Property;4;4;4;3;2
192;3455;68;female;FALSE;Colombia;FALSE;Garagoa;TRUE;Bogotá D.C.;TRUE;30;independent;private or independant;Personal services;Primary;Urban;Property;4;4;2;3;4
193;3426;66;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;66;independent;private or independant;Other;Pregraduate;Urban;Property;7;4;4;1;3
194;3443;37;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;37;employee;public;Public administration;Secundary (bachillerato);Urban;Rent;5;5;4;2;3
195;3445;55;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;55;employee;private or independant;Commerce;Pregraduate;Urban;Property;7;NA;1;1;NA
196;3442;51;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;51;employee;private or independant;Banks and Finance;Master;Urban;Property;6;3;2;2;3
197;3437;44;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;44;employee;private or independant;Banks and Finance;Specialization;Urban;Property;8;NA;1;5;NA
198;3439;25;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;25;employee;private or independant;Other;Pregraduate;Urban;Property;4;2;3;1;4
199;3429;42;male;FALSE;Colombia;FALSE;La Playa;TRUE;Bogotá D.C.;TRUE;22;employee;private or independant;Commerce;Pregraduate;Urban;Property;5;NA;3;3;3
200;3421;54;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;54;employee;public;Other;Pregraduate;Urban;Rent;9;2;2;1;3
201;3414;37;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;37;employee;private or independant;Other;Pregraduate;Urban;Rent;2;2;4;3;4
202;3374;26;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;26;independent;private or independant;Personal services;Secundary (bachillerato);Urban;Property;7;1;2;1;1
203;3406;32;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;32;independent;private or independant;Banks and Finance;Specialization;Urban;Family;7;1;5;1;1
204;3169;54;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;54;employee;private or independant;Commerce;Secundary (bachillerato);Urban;Family;3;2;4;1;3
205;3382;60;male;FALSE;Colombia;FALSE;Pamplona;TRUE;Bogotá D.C.;TRUE;30;independent;private or independant;Other;Master;Urban;Family;3;2;4;3;3
206;3391;47;male;FALSE;Colombia;FALSE;Sogamoso;TRUE;Bogotá D.C.;TRUE;30;employee;private or independant;Commerce;Master;Urban;Property;6;5;2;1;1
207;3380;24;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;24;employee;public;Health;Pregraduate;Urban;Family;6;4;3;2;2
208;3359;38;female;FALSE;Colombia;TRUE;Zipaquirá;TRUE;Bogotá D.C.;TRUE;36;employee;private or independant;Health;Specialization;Urban;Property;6;3;2;3;3
209;3386;33;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;11;employee;private or independant;Transport;Secundary (bachillerato);Urban;Property;2;4;4;2;2
210;3381;50;female;FALSE;Colombia;FALSE;Barranquilla;TRUE;Bogotá D.C.;TRUE;35;employee;public;Public administration;Specialization;Urban;Property;7;3;2;3;3
211;3365;59;male;FALSE;Colombia;FALSE;Contadero;TRUE;Bogotá D.C.;TRUE;30;independent;private or independant;Commerce;Secundary (bachillerato);Urban;Property;2;4;3;1;2
212;3376;28;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;4;employee;private or independant;Other;Secundary (bachillerato);Urban;Rent;2;4;2;1;1
213;3378;22;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;22;employee;private or independant;Other;Secundary (bachillerato);Suburb;Family;3;4;3;1;2
214;3372;45;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;45;employee;private or independant;Commerce;Pregraduate;Urban;Property;2;2;4;4;3
215;3242;30;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;6;employee;private or independant;Other;Secundary (bachillerato);Suburb;Rent;1;3;2;3;2
216;3344;52;male;FALSE;Colombia;FALSE;Ibagué;TRUE;Bogotá D.C.;TRUE;15;employee;public;Personal services;Secundary (bachillerato);Urban;Rent;3;5;4;1;1
217;3362;31;male;FALSE;Colombia;FALSE;Timaná;TRUE;Bogotá D.C.;TRUE;25;employee;private or independant;Other;Secundary (bachillerato);Urban;Property;4;2;4;1;1
218;3250;28;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;28;employee;private or independant;Health;Secundary (bachillerato);Urban;Property;4;2;3;3;2
219;3321;34;female;FALSE;Colombia;FALSE;Génova;TRUE;Bogotá D.C.;TRUE;4;employee;private or independant;Personal services;Secundary (bachillerato);Urban;Family;1;2;1;1;3
220;3324;55;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;55;employee;private or independant;Other;Secundary (bachillerato);Urban;Property;2;2;4;2;4
221;3318;30;male;FALSE;Colombia;FALSE;Magangué;TRUE;Bogotá D.C.;TRUE;5;independent;private or independant;Public administration;Master;Urban;Rent;2;3;2;4;4
222;3334;36;male;FALSE;Colombia;FALSE;Florencia;TRUE;Bogotá D.C.;TRUE;6;employee;private or independant;Other;Pregraduate;Urban;Rent;5;2;3;2;2
223;3312;37;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;37;employee;private or independant;Construction;Secundary (bachillerato);Urban;Family;6;5;3;1;1
224;3298;79;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;79;independent;private or independant;Other;Secundary (bachillerato);Urban;Property;3;4;3;2;3
225;3291;51;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;51;independent;private or independant;Construction;Pregraduate;Urban;Family;5;4;5;4;4
226;3157;50;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;50;independent;private or independant;Construction;Specialization;Urban;Property;6;2;4;4;4
227;3305;28;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;28;employee;private or independant;Personal services;Pregraduate;Urban;Rent;3;NA;2;3;1
228;3289;82;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;82;independent;private or independant;Homemaker;Primary;Urban;Family;1;4;3;3;3
229;3299;23;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;23;employee;private or independant;Other;Specialization;Urban;Property;8;3;2;5;3
230;3282;25;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;25;independent;private or independant;Education;Master;Urban;Family;6;2;2;3;4
231;3301;67;male;FALSE;Colombia;FALSE;Santa Isabel;TRUE;Bogotá D.C.;TRUE;40;independent;private or independant;Banks and Finance;Secundary (bachillerato);Urban;Property;7;5;3;2;2
232;3288;28;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;28;employee;public;Education;Pregraduate;Urban;Family;4;5;1;2;3
233;3287;51;male;FALSE;Colombia;FALSE;Barranquilla;TRUE;Bogotá D.C.;TRUE;5;employee;private or independant;Public administration;Master;Urban;Family;10;2;3;4;4
234;3266;53;female;FALSE;Colombia;FALSE;Valledupar;TRUE;Bogotá D.C.;TRUE;17;employee;public;Education;Specialization;Urban;Property;10;2;4;2;3
235;3278;48;male;FALSE;Colombia;FALSE;Medina;TRUE;Bogotá D.C.;TRUE;20;independent;private or independant;Plant production;Primary;Suburb;Rent;3;4;3;3;4
236;3284;38;female;FALSE;Colombia;FALSE;Fusagasugá;TRUE;Bogotá D.C.;TRUE;36;employee;private or independant;Banks and Finance;Master;Urban;Property;10;3;2;4;3
237;3270;58;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;58;employee;private or independant;Education;Pregraduate;Urban;Family;2;NA;3;3;3
238;3280;50;female;FALSE;Colombia;FALSE;San Andrés;TRUE;Bogotá D.C.;TRUE;5;independent;private or independant;Commerce;Pregraduate;Urban;Family;5;2;3;3;4
239;3272;51;female;FALSE;Colombia;FALSE;Rioblanco;TRUE;Bogotá D.C.;TRUE;35;independent;private or independant;Commerce;Secundary (bachillerato);Urban;Property;6;5;3;2;2
240;3271;15;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;15;independent;private or independant;Other;Secundary (bachillerato);Urban;Property;9;2;3;3;4
241;3243;40;male;FALSE;Colombia;TRUE;Zipaquirá;TRUE;Bogotá D.C.;TRUE;36;employee;private or independant;Other;Specialization;Urban;Family;3;4;2;4;3
242;3252;35;male;FALSE;Colombia;FALSE;Villavicencio;TRUE;Bogotá D.C.;TRUE;5;employee;private or independant;Transport;Secundary (bachillerato);Urban;Rent;2;3;4;3;4
243;3253;45;female;FALSE;Colombia;FALSE;Neiva;TRUE;Bogotá D.C.;TRUE;30;independent;private or independant;Health;Specialization;Urban;Property;10;3;1;4;3
244;3249;50;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;50;employee;private or independant;Other;Specialization;Urban;Property;9;NA;2;4;3
245;3184;36;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;32;employee;private or independant;Education;Pregraduate;Suburb;Property;3;4;4;4;3
246;3246;57;male;FALSE;Colombia;FALSE;Fusagasugá;TRUE;Bogotá D.C.;TRUE;36;independent;private or independant;Personal services;Pregraduate;Urban;Property;8;3;2;4;3
247;3233;51;female;FALSE;Colombia;FALSE;Medina;TRUE;Bogotá D.C.;TRUE;36;employee;private or independant;Homemaker;Secundary (bachillerato);Suburb;Property;2;3;4;4;5
248;3238;57;female;FALSE;Colombia;FALSE;Armenia;TRUE;Bogotá D.C.;TRUE;36;independent;private or independant;Personal services;Pregraduate;Urban;Property;9;3;2;4;3
249;3205;40;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;23;independent;private or independant;Other;Specialization;Urban;Family;3;2;3;2;2
250;3231;36;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;36;independent;private or independant;Personal services;Specialization;Urban;Property;6;4;1;4;3
251;3171;38;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;12;employee;private or independant;Banks and Finance;Pregraduate;Urban;Property;2;4;3;3;3
252;3204;45;female;FALSE;Colombia;FALSE;Pensilvania;TRUE;Bogotá D.C.;TRUE;20;independent;private or independant;Commerce;Secundary (bachillerato);Urban;Property;6;3;3;3;3
253;3220;57;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;57;independent;private or independant;Health;Specialization;Urban;Property;9;3;2;4;3
254;3209;55;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;55;independent;private or independant;Other;Pregraduate;Urban;Property;3;2;3;2;2
255;2666;47;male;FALSE;Colombia;FALSE;Toca;TRUE;Bogotá D.C.;TRUE;15;employee;private or independant;Banks and Finance;Pregraduate;Urban;Property;3;4;1;4;3
256;3181;42;male;FALSE;Colombia;FALSE;Barranquilla;TRUE;Bogotá D.C.;TRUE;26;employee;private or independant;Commerce;Secundary (bachillerato);Urban;Rent;5;2;4;3;3
257;3189;41;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;16;employee;public;Health;Specialization;Urban;Rent;5;5;1;2;2
258;3178;40;male;FALSE;Colombia;FALSE;Sogamoso;TRUE;Bogotá D.C.;TRUE;8;employee;private or independant;Commerce;Secundary (bachillerato);Urban;Property;7;4;3;3;3
259;3101;39;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;39;employee;private or independant;Commerce;Master;Urban;Rent;10;1;2;3;2
260;3174;62;female;FALSE;Colombia;FALSE;Gámeza;TRUE;Bogotá D.C.;TRUE;3;independent;private or independant;Homemaker;Secundary (bachillerato);Urban;Property;4;4;1;2;3
261;3132;28;female;FALSE;Colombia;FALSE;Sogamoso;TRUE;Bogotá D.C.;TRUE;6;employee;private or independant;Other;Pregraduate;Urban;Property;2;5;1;1;1
262;3167;32;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;32;employee;private or independant;Other;Pregraduate;Urban;Property;6;2;1;1;1
263;3152;56;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;56;employee;public;Education;Pregraduate;Urban;Family;2;4;1;3;4
264;3156;37;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;37;employee;public;Health;Specialization;Urban;Property;5;4;2;2;4
265;3149;25;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;25;employee;public;Health;Master;Urban;Property;3;3;1;2;4
266;3135;58;female;FALSE;Colombia;FALSE;Cali;TRUE;Bogotá D.C.;TRUE;36;employee;private or independant;Other;Pregraduate;Urban;Property;5;5;1;5;5
267;3141;50;female;FALSE;Colombia;FALSE;San José del Guaviare;TRUE;Bogotá D.C.;TRUE;9;independent;public;Commerce;Pregraduate;Urban;Family;4;5;5;1;3
268;3121;20;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;20;employee;private or independant;Construction;Pregraduate;Urban;Property;2;3;4;3;3
269;3052;59;male;FALSE;Colombia;FALSE;Carcasí;TRUE;Bogotá D.C.;TRUE;45;independent;private or independant;Commerce;Primary;Suburb;Property;6;2;2;4;3
270;3128;48;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;48;employee;private or independant;Commerce;Pregraduate;Urban;Property;10;2;5;2;2
271;3122;68;female;FALSE;Colombia;FALSE;Villavicencio;TRUE;Bogotá D.C.;TRUE;30;independent;private or independant;Commerce;Secundary (bachillerato);Urban;Property;4;3;3;3;3
272;3111;66;female;FALSE;Colombia;FALSE;Chiquinquirá;TRUE;Bogotá D.C.;TRUE;5;employee;public;Education;Pregraduate;Urban;Property;5;3;1;3;3
273;3114;22;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;22;employee;private or independant;Health;Pregraduate;Urban;Rent;2;3;4;1;1
274;3109;53;female;FALSE;Colombia;FALSE;Villavicencio;TRUE;Bogotá D.C.;TRUE;25;employee;private or independant;Commerce;Secundary (bachillerato);Urban;Family;4;5;4;1;1
275;3108;37;male;FALSE;Colombia;FALSE;Popayán;TRUE;Bogotá D.C.;TRUE;37;employee;public;Public administration;Specialization;Urban;Property;8;5;4;1;2
276;3103;44;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;44;employee;public;Education;Master;Urban;Rent;2;5;5;2;4
277;3104;50;female;FALSE;Colombia;FALSE;Rioblanco;TRUE;Bogotá D.C.;TRUE;23;employee;private or independant;Other;Secundary (bachillerato);Urban;Property;2;5;2;2;2
278;3088;36;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;22;employee;public;Education;Master;Urban;Family;5;3;4;2;3
279;3035;60;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;60;employee;private or independant;Other;Pregraduate;Urban;Family;5;1;5;3;3
280;3100;46;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;46;independent;private or independant;Other;Pregraduate;Rural;Property;2;3;3;3;3
281;3082;34;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;34;employee;public;Other;Pregraduate;Urban;Property;10;2;4;2;2
282;3061;30;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;30;employee;private or independant;Health;Pregraduate;Urban;Property;2;4;4;3;3
283;3076;36;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;36;employee;private or independant;Other;Pregraduate;Urban;Rent;4;4;1;3;3
284;3067;48;female;FALSE;Colombia;FALSE;Barranquilla;TRUE;Bogotá D.C.;TRUE;10;employee;private or independant;Commerce;Pregraduate;Urban;Property;4;4;4;4;4
285;3073;41;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Cota;TRUE;41;employee;private or independant;Other;Pregraduate;Urban;Property;2;2;2;4;3
286;3047;42;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Chía;TRUE;41;employee;private or independant;Health;Pregraduate;Urban;Property;1;3;3;3;3
287;3063;46;male;FALSE;Colombia;FALSE;Barranquilla;TRUE;Bogotá D.C.;TRUE;10;employee;private or independant;Banks and Finance;Pregraduate;Urban;Property;3;3;3;3;3
288;3058;50;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;50;independent;private or independant;Commerce;Pregraduate;Urban;Rent;2;4;1;2;4
